indice,area,ciudad,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3a,s101p3b,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183
2751,urbana,80550,1,0,0,0,0,0,0.833333,0.333333,0.333333,0.333333,0.333333,0.333333,0.033333,0.033333,0.103896,0,0.16,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2752,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0.025974,0.028571,0,0,0.833333,0.833333,0,0.833333,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0.25,0,0,1,0,0.5,0.75
2753,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.090909,0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0.5,0.5,1,0,0
2754,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.066667,0.066667,0.103896,0.057143,0.08,0.833333,0.833333,1,0.833333,0.833333,0.833333,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0.25,1,1,1,1,0,0,0,0,0,1,0,0.25,1
2755,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.012987,0,0.02,0,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0.5,1,1,1,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,0.5,0.75,0.25,0.25
2756,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.05,0.05,0.025974,0,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0.5,0.5,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.25,1,1,1,1,0.25,0,0,0.25,0,1,1,0,0.25
2757,urbana,80550,0,0,0,1,0,0,0.166667,0.5,0.5,0.833333,0.5,0.5,0.033333,0.033333,0.051948,0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.25,1,1,1,1,0,0,0,0,0,0.5,0,0.75,0.5
2758,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.033333,0.033333,0.051948,0.057143,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0.75,1,1,1,1,0,0,0,0.25,0.25,0.5,0,0.75,0.75
2759,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,1,0.5,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0.25,0.25,0.5,0.75,0.75,0.5,0.5,0.5
2760,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.033333,0.033333,0.025974,0,0.04,0.833333,0.666667,1,0.833333,0.833333,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0.25,1,1,1,1,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2761,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.033333,0.033333,0.051948,0,0.08,0.833333,0.833333,1,0.833333,0.833333,0,1,1,1,0.5,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0.5,1,1,1,1,0.25,0.5,0,0.25,0,0.5,0,0.5,0.5
2762,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,0,0.5,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0.25,0,1,1,1,0.25,0.25,0.25,0.25,0.25,0,0.75,0.25,0.25
2763,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.033333,0.033333,0.064935,0,0.1,0,0,0.833333,0,0.833333,0,1,0,1,0.5,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0.75,1,1,1,1,0,0,0,0,0,0,0,0.5,0.5
2764,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.033333,0.033333,0.038961,0,0.06,0.833333,0.833333,1,0.833333,0,0,1,0,1,0.5,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.25,1,1,1,1,0.25,0.5,0,0,0.25,0.5,0.25,0,0
2765,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.051948,0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0.75,1,1,1,1,0,0,0,0.5,0.5,0.75,0,0.5,0.5
2766,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.066667,0.066667,0.051948,0,0.08,0,0,0.833333,0,0.833333,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0.25,1,1,1,1,0,0,0,0.25,0,0.75,0,0.75,0.75
2767,urbana,80550,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.033333,0.033333,0.051948,0,0.08,0.833333,0.833333,1,0.833333,0,0,1,1,0,0,1,1,1,1,0,0,0.5,1,0,1,1,1,0,0,0,0,0,0.25,1,1,1,1,0.5,0.25,0.25,0,0.5,0.5,0.5,0.5,0.5
2768,urbana,80550,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0,0.05,0.05,0.064935,0,0.1,0.833333,0.833333,0,0.833333,0.833333,0,1,0,0,0.5,0,1,1,1,0,0,1,1,0,1,0.5,1,0,0,0,1,1,0.5,1,1,1,1,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0
2769,urbana,80550,0,1,1,1,1,1,0.5,0.833333,0.833333,0.833333,0.833333,0,0.033333,0.033333,0.051948,0,0.08,0,0.833333,0.833333,0.833333,0.833333,0,0,0,0.5,0.5,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0.75,1,1,1,1,0,0,0,0,0,0.5,0,0.5,0.5
2770,urbana,80550,1,1,1,0,0,1,0.833333,0.833333,0.833333,0.666667,0.666667,0,0.066667,0.066667,0.038961,0,0.06,0.833333,0.833333,1,0.833333,0.833333,0,0,0,1,0.5,1,1,1,1,0,0,1,1,0,1,0.5,1,0,0,0,0,0,0.25,1,1,1,1,0,0.25,0.25,0,0,0,0.25,0,0
2771,urbana,80550,1,1,1,1,0,1,0.833333,0.833333,0.833333,0.833333,0.666667,0,0,0,0.012987,0,0.02,0.833333,0.833333,1,0.833333,0.833333,0,0,0,0,0.5,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0.25,0.25,0.25,0.25,0.25,0.5,0,0
2772,rural,80561,1,1,1,0,1,1,0.833333,0.833333,0.833333,0.666667,0,0,0.033333,0.033333,0.077922,0.057143,0.04,0.666667,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0.25,1,0,1,1,0.25,0.25,0.25,0,0,0,1,0,0
2773,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.033333,0.033333,0.051948,0,0.08,0,0,0.833333,0,0.833333,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0.75,1,1,1,1,0,0,0,0.25,0.25,0.5,0,0.5,0.5
2774,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.033333,0.033333,0.051948,0,0.08,0.833333,0.833333,1,0.833333,0,0,1,0,0,0.5,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.5,1,1,1,1,0.25,0.5,0.25,0,0.5,1,1,0,0
2775,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.033333,0.033333,0.038961,0.028571,0.02,0.666667,0.833333,0.833333,0.833333,0.833333,0,1,1,0.5,0.5,1,1,1,1,0,0,1,1,0,1,0.5,0,0,1,0,0,0,0.25,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0,0.5,0.25,0
2776,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.033333,0.033333,0.064935,0.042857,0.04,0.833333,0.833333,0.833333,0.833333,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.5,1,1,1,1,0,0,0,0,0,1,1,0,0
2777,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.077922,0.085714,0,0.833333,0,0.833333,0.833333,0.833333,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0.75,1,1,1,1,0,0,0,0.25,0.25,1,0,1,1
2778,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.1,0.1,0.142857,0.142857,0.02,0.833333,0.833333,0.833333,0.833333,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0.25,1,1,1,1,0,0,0,0,0,1,0.25,0.5,0
2779,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.066667,0.066667,0.025974,0,0.04,1,0.833333,0.833333,0.833333,0.833333,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0.25,1,1,1,1,0.25,0.25,0.25,0.5,0.25,0,0.5,0.25,0
2780,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.066667,0.066667,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0,0.833333,0,0,0.5,0.5,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0.25,1,1,1,1,0,0,0,0,0,1,0.5,0.5,0.5
2781,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0.025974,0.028571,0,0.833333,0.833333,0.833333,0,0.833333,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0.5,1,0,0,0,0,1,1,1,1,1,1,0.25,0.5,0.5,0.5,0.25,0.75,0.5,0.25,0.25
2782,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.033333,0.033333,0.025974,0.028571,0,0,0,0.833333,0,0.833333,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,0,1,1,1,1,1,1,0,0,0.75,1,1,1,1,0,0,0,0,0,0.75,0,0.75,0.25
2783,rural,80561,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.033333,0.033333,0.051948,0,0.08,0,0,0.833333,0.833333,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0,0,0.5,0.5,0.5,0,0.5,0.5
2784,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.064935,0,0.1,0,0.833333,1,0.833333,0.833333,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0.5,1,1,1,1,0,0,0,0,0,1,0.75,0.25,0.25
2785,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0,0,0.025974,0,0.04,0,0,0,0,0.833333,0,1,0,1,0.5,0,1,1,1,0,0,0.5,1,0,0.5,0.5,1,1,0,1,0,0,0.75,1,1,1,1,0,0,0,0,0,0,0.25,0,0
2786,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0.066667,0.066667,0.051948,0,0.08,0.833333,0,1,1,0.833333,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25
2787,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.033333,0.033333,0.064935,0,0.1,0,0.833333,1,0,0.833333,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0.25,1,1,1,1,0,0.25,0,0.75,0.25,0.25,0.25,0.25,0.25
2788,urbana,80650,1,1,0,1,1,1,0.833333,0.833333,0.333333,0.833333,0.833333,0.833333,0.033333,0.033333,0.038961,0,0.06,0.833333,0.833333,1,0.833333,0.833333,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0.25,0,0.25
2789,urbana,80650,1,0,0,1,0,1,0.833333,0.5,0.5,0,0.5,0,0.033333,0.033333,0.064935,0.014286,0.08,0,0,0,0.833333,0.833333,0,1,0,1,0.5,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0.75,1,1,1,1,0,0.25,0.25,0,0,0.25,0,0.25,0.25
2790,urbana,80650,1,0,0,0,0,1,0.833333,0.5,0.5,0.5,0.5,0,0.033333,0.033333,0.051948,0,0.08,0,0.833333,1,0,0.833333,0,1,0,0.5,0.5,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.25,1,1,1,1,0,0.25,0.25,0,0,0.25,0.25,0,0
2791,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0,0,0.012987,0,0.02,0,0,1,0,0.833333,0,1,0,0,0.5,0,1,1,1,0,0,0.5,1,0,1,0.5,1,0,1,1,0,0,0.75,1,1,1,1,0,0,0,0,0,0,0,0.5,0
2792,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0,0,0,0,0.012987,0,0.02,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,0.5,1,1,0,0,0,1,0,0.25,1,1,1,1,0,0,0,0,0,0.25,0.25,0.25,0
2793,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.038961,0,0.06,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0.5,0,0,1,1,0,1,1,1,1,0,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2794,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.038961,0,0.06,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0.25,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25
2795,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.090909,0,0.14,0,0.833333,0.166667,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2796,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0.25,1,1,1,1,0,0,0,0,0,1,0.75,0.25,0.25
2797,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.012987,0.014286,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,0.5,0.75,0.25,0.25
2798,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0.25,1,1,1,1,0,0,0,0,0,0.5,0,0,0
2799,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0.5,1,1,1,1,0,0,0,0,0,0.5,1,0,0
2800,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,1,0.75,0.25,0.25
2801,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.038961,0,0.06,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0.25,1,0,0
2802,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,1,1,1,0,0,1,0.5,0,1,1,1,1,1,1,1,1,0.25,1,1,1,1,0.25,0,0,0,0,0.75,1,0,0
2803,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0,0.25,0.5,0.75,0.25,0.25
2804,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.025974,0.028571,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,1,0.5,0.5,1,0.5,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0.25,1,1,1,1,0,0.5,0.5,0.75,1,1,0.5,0,0
2805,urbana,80650,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.75,1,1,1,1,0,0,0,0,0,1,0.75,0.25,0.25
2806,urbana,80650,1,0,0,0,1,1,0.833333,0.5,0.5,0.5,0,0,0.05,0.05,0.025974,0,0.04,0.833333,0,1,0.833333,0,0,0,0,1,0.5,1,1,0,0,0,0,0.5,1,0,1,1,1,0,0,1,1,1,0.25,1,1,1,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25
2807,rural,80654,0,1,1,1,1,1,0.166667,1,1,0,0,0,0.066667,0.066667,0.12987,0.142857,0,1,1,0.166667,0,1,0,1,1,0,1,1,1,1,1,1,1,0.5,0.5,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2808,rural,80654,0,1,1,1,1,1,0.166667,0.833333,0.833333,1,0,0,0.033333,0.033333,0.103896,0,0.16,0,0,0.166667,1,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0.5,0.5,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0,0,0,0,0,0.25,0.25,1
2809,rural,80654,0,1,1,1,0,1,0.166667,1,1,1,0.666667,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0,1,0.75,1,1,1,1,0,0.25,0,0,0.75,0.75,0.5,0.5,0.5
2810,rural,80654,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.038961,0,0.06,0,0,1,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0.5,1,0,0,1,1,0,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,0,0,0.5,1
2811,rural,80654,0,1,0,1,1,1,0.166667,1,1,0,0,0,0,0,0.025974,0.028571,0,0,1,0.166667,0,0,0,1,0,0.5,0.5,0.5,0.5,1,1,0,0,0.5,0.5,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2812,rural,80654,0,1,1,1,1,1,0.166667,1,1,0,0,0,0.066667,0.066667,0.025974,0,0.04,0,1,0.166667,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0,0,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2813,rural,80654,0,1,1,1,1,1,0.166667,1,1,0,0,0,0,0,0.051948,0,0.08,0,0,1,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0.5,0,0,1,1,1,0,1,1,1,1,0.25,1,1,1,1,0,0,0,0,0,0,0,0.5,1
2814,rural,80654,0,1,1,1,1,1,0.166667,1,1,0,0,0,0,0,0.038961,0.042857,0,0,1,0.166667,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2815,rural,80654,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.064935,0,0.1,0,0,0.166667,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,0.5,0,1,0.5,1,0,1,1,0,1,0.75,1,1,1,1,0.5,0,0,0,0,0.5,0.25,0.5,1
2816,rural,80654,0,1,1,1,1,1,0.166667,1,1,0,0,0,0.066667,0.066667,0.051948,0.057143,0,1,1,0.166667,0,1,0,0,1,0,1,1,1,1,1,0,0,0.5,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2817,rural,80751,0,0,1,1,1,1,1,1,0,0,0,0,0.033333,0.033333,0.038961,0,0.06,1,1,1,0.666667,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,0,1,1,1,0,0,0,0,0,0.5,1,1,1,1,0,0,0,0,0,1,0,1,1
2818,rural,80751,1,0,0,1,1,1,0.833333,1,1,0.833333,0.833333,0.833333,0.1,0.1,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0.75,1,1,1,1,0,0,0.75,0,0,0.75,0,0.5,0.5
2819,rural,80751,1,1,1,0,0,1,0.833333,0.833333,0.833333,1,1,0,0,0,0.051948,0.042857,0.02,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0.5,0.5,0.5,0.5,1,0.5,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0.25,1,1,1,1,0.25,0.5,0.25,0.25,0.5,0.5,0.75,0.25,0.25
2820,rural,80751,0,0,0,1,1,1,0.166667,0.5,0.5,0.833333,0.833333,0,0.033333,0.033333,0.038961,0,0.06,0.833333,0.833333,0.833333,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0,1,1,0,1,1,1,0,1,0,1,1,0.75,1,1,1,1,0,0,0,0.25,0,0.75,0,0.5,0.5
2821,rural,80751,0,1,1,1,1,1,0.166667,1,1,1,1,1,0.1,0.1,0.051948,0.057143,0,1,1,1,1,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,0,1,1,1,0,0,1,1,0,0.5,1,1,1,1,0.75,0.5,0.5,0.5,0.5,0.5,0,0,1
2822,rural,80751,1,1,0,1,1,1,0.833333,0.833333,0.5,0,0,0,0,0,0.038961,0,0.06,0,0,1,0.833333,0.833333,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,1,0,1,1,1,0,0,0,0,0,0.25,1,1,1,1,0,0,0,0,0,1,1,0,0
2823,rural,80751,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0.025974,0,0.04,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,0.5,0,1,0.5,1,0,1,1,1,0,0,1,1,1,1,0.75,0.5,0.5,0,0,0.5,0.5,0.5,0.5
2824,rural,80751,1,1,1,1,1,1,1,1,1,0,0,0,0.033333,0.033333,0.064935,0,0.1,0.833333,1,1,0.666667,0,0,1,1,0.5,0.5,0.5,0.5,0.5,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0.25,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25
2825,rural,80751,0,0,0,1,1,1,0.166667,0.5,0.5,0.833333,0,0,0,0,0.064935,0,0.1,0,0,0,0,0.833333,0,0,0,0,0.5,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0.75,1,1,1,1,0,0,0,0,0,0.5,0,0.25,0.25
2826,urbana,80755,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0.042857,0.02,0.833333,0.833333,0.833333,0,0.833333,0,0,0,0.5,0.5,0.5,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0.75,1,1,1,1,0,0.25,0,0,0,0.5,0,0.5,0.5
2827,urbana,80755,1,1,0,1,1,1,0.833333,0.833333,0.5,0,0,0,0,0,0.025974,0,0.04,0,0,0.833333,0.833333,0,0,0,0,1,0.5,1,1,1,1,0,0,0.5,1,1,1,1,1,1,0,0,0,0,0.25,1,1,1,1,0,0.25,0.25,0,0,0.5,1,0,0
2828,urbana,80755,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0.064935,0,0.1,1,0.833333,1,0.833333,0.833333,0,0,0,0.5,1,1,1,1,1,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0.25,1,1,1,1,0,0,0.25,0,0,0,1,0,0
2829,urbana,80755,1,1,0,1,1,1,0.833333,0.833333,0.5,0,0,0,0,0,0.012987,0,0.02,0,0,1,0.833333,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0,0,0.5,1,0,1,1,1,0,0,0,0,0,0.25,1,1,1,1,0,0.25,0.5,0,0,1,1,0,0
